concat,constName,stateName,winner,winParty,Winvotes,Votesharewinner,Runner,runParty,Runvotes,Votesharerunner,Marginabs,absMarginText,marginPC
S04_34,Sasaram (Sc),Bihar,Chhedi Paswan,BJP,494800,50.76,Meira Kumar,INC,329055,33.76,165745,1.66L,17
S07_6,Sonipat,Haryana,Ramesh Chander Kaushik,BJP,587664,52.03,Bhupinder Singh Hooda,INC,422800,37.43,164864,1.65L,14.6
S13_44,Sangli,Maharashtra,Sanjaykaka Patil,BJP,508995,42.77,Vishal Prakashbapu Patil,Swabhimani Paksha,344643,28.96,164352,1.64L,13.81
S19_13,Patiala,Punjab,Preneet Kaur,INC,532027,45.17,Surjit Singh Rakhra,Shiromani Akali Dal,369309,31.35,162718,1.63L,13.82
S24_68,Lalganj,Uttar Pradesh,Sangeeta Azad,Bahujan Samaj Party,518820,54.01,Neelam Sonker,BJP,357223,37.19,161597,1.62L,16.82
S24_29,Dhaurahra,Uttar Pradesh,Rekha Verma,BJP,512905,48.21,Arshad Iliyas Siddiqui,Bahujan Samaj Party,352294,33.12,160611,1.61L,15.09
S11_9,Alathur,Kerala,Ramya Haridas,INC,533815,52.4,Dr. P.k.biju,Communist Party Of India  (Marxist),374847,36.8,158968,1.59L,15.6
S13_42,Solapur,Maharashtra,Dr. Jai Sidheshwar Shivachary Mahaswamiji,BJP,524985,48.41,Shinde Sushilkumar Sambhajirao,INC,366377,33.78,158608,1.59L,14.63
S24_45,Jalaun,Uttar Pradesh,Bhanu Pratap Singh Verma,BJP,581763,51.49,Ajay Singh (Pankaj),Bahujan Samaj Party,423386,37.47,158377,1.58L,14.02
S26_1,Sarguja,Chhattisgarh,Renuka Singh Saruta,BJP,663711,51.82,Khel Sai Singh,INC,505838,39.5,157873,1.58L,12.32
S22_9,Krishnagiri,Tamil Nadu,Dr. A. Chellakumar,INC,611298,52.64,K.p.munusamy,All India Anna Dravida Munnetra Kazhagam,454533,39.14,156765,1.57L,13.5
S02_1,Arunachal West,Arunachal Pradesh,Kiren Rijiju,BJP,204553,63.43,Nabam Tuki,INC,47954,14.87,156599,1.57L,48.56
S13_23,Bhiwandi,Maharashtra,Kapil Moreshwar Patil,BJP,523583,52.09,Taware Suresh Kashinath,INC,367254,36.54,156329,1.56L,15.55
S12_25,Dhar,Madhya Pradesh,Chattarsingh Darbar,BJP,722147,53.73,Girwal Dinesh,INC,566118,42.12,156029,1.56L,11.61
S24_43,Kanpur,Uttar Pradesh,Satyadev Pachauri,BJP,468937,55.63,Sriprakash Jaiswal,INC,313003,37.13,155934,1.56L,18.5
S13_35,Baramati,Maharashtra,Supriya Sule,Nationalist Congress Party,686714,52.63,Kanchan Rahul Kool,BJP,530940,40.69,155774,1.56L,11.94
S25_23,Kolkata Dakshin,West Bengal,Mala Roy,All India Trinamool Congress,573119,47.5,Chandra Kumar Bose,BJP,417927,34.64,155192,1.55L,12.86
S22_34,Virudhunagar,Tamil Nadu,Manickam Tagore B. ,INC,470883,43.81,"Alagarsamy, R.",Desiya Murpokku Dravida Kazhagam,316329,29.43,154554,1.55L,14.38
S01_14,Narasaraopet,Andhra Pradesh,Lavu Sri Krishna Devarayalu,Yuvajana Sramika Rythu Congress Party,745089,51.83,Rayapati Sambasivarao,Telugu Desam,591111,41.12,153978,1.54L,10.71
S24_67,Bansgaon,Uttar Pradesh,Kamlesh Paswan,BJP,546673,56.41,Sadal Prasad,Bahujan Samaj Party,393205,40.57,153468,1.53L,15.84
S18_15,Kendrapara,Odisha,Anubhav Mohanty,Biju Janata Dal,628939,50.87,Baijayant Panda,BJP,476355,38.53,152584,1.53L,12.34
S15_1,Shillong,Meghalaya,Vincent H. Pala,INC,419689,53.52,Jemino Mawthoh,United Democratic Party,267256,34.08,152433,1.52L,19.44
S04_38,Gaya (Sc),Bihar,Vijay Kumar,Janata Dal  (United),467007,48.79,Jitan Ram Manjhi,Hindustani Awam Morcha (Secular),314581,32.86,152426,1.52L,15.93
S13_30,Mumbai South Central,Maharashtra,Rahul Ramesh Shewale,Shivsena,424913,53.3,Eknath M. Gaikwad,INC,272774,34.21,152139,1.52L,19.09
S06_13,Junagadh,Gujarat,Chudasama Rajeshbhai Naranbhai,BJP,547952,54.51,Vansh Punjabhai Bhimabhai,INC,397767,39.57,150185,1.5L,14.94
S18_13,Kandhamal,Odisha,Achyutananda Samanta,Biju Janata Dal,461679,49.01,Mahameghabahan Aira Kharabela Swain,BJP,312463,33.17,149216,1.49L,15.84
S01_18,Kurnool,Andhra Pradesh,Sanjeev Kumar,Yuvajana Sramika Rythu Congress Party,602554,50.98,Kotla Jaya Surya Prakash Reddy,Telugu Desam,453665,38.38,148889,1.49L,12.6
S11_18,Kollam,Kerala,N.K. Premachandran,Revolutionary Socialist Party,499677,51.61,K.n.balagopal,Communist Party Of India  (Marxist),350821,36.24,148856,1.49L,15.37
S01_22,Nellore,Andhra Pradesh,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,683830,53.13,Beeda Masthan Rao,Telugu Desam,535259,41.59,148571,1.49L,11.54
S04_39,Nawada,Bihar,Chandan Singh,Lok Jan Shakti Party,495684,52.59,Vibha Devi,Rashtriya Janata Dal,347612,36.88,148072,1.48L,15.71
S10_24,Bangalore North,Karnataka,D.V. Sadananda Gowda,BJP,824500,52.87,Krishna Byregowda,INC,676982,43.41,147518,1.48L,9.46
S04_32,Arrah,Bihar,R.K. Singh,BJP,566480,52.42,Raju Yadav,Communist Party Of India  (Marxist-leninist)  (Liberation),419195,38.79,147285,1.47L,13.63
S22_15,Salem,Tamil Nadu,Parthiban S.R.,Dravida Munnetra Kazhagam,606302,48.29,Saravanan.k.r.s,All India Anna Dravida Munnetra Kazhagam,459376,36.59,146926,1.47L,11.7
S12_3,Gwalior,Madhya Pradesh,Vivek Narayan Shejwalkar,BJP,627250,52.44,Ashok Singh,INC,480408,40.16,146842,1.47L,12.28
S29_16,Mahabubabad,Telangana,Kavitha Malothu,Telangana Rashtra Samithi,462109,46.98,Balaram Naik Porika,INC,315446,32.07,146663,1.47L,14.91
S22_26,Cuddalore,Tamil Nadu,T.R.V.S.  Ramesh,Dravida Munnetra Kazhagam,522160,50.05,Dr. R. Govindasamy,Pattali Makkal Katchi,378177,36.25,143983,1.44L,13.8
S26_5,Bilaspur,Chhattisgarh,Arun Sao,BJP,634559,52.47,Atal Shrivastav,INC,492796,40.75,141763,1.42L,11.72
S01_19,Anantapur,Andhra Pradesh,Talari Rangaiah,Yuvajana Sramika Rythu Congress Party,695208,51.79,J.c. Pavan Reddy,Telugu Desam,553780,41.26,141428,1.41L,10.53
S10_16,Hassan,Karnataka,Prajwal Revanna,Janata Dal  (Secular),676606,52.96,Manju A,BJP,535282,41.9,141324,1.41L,11.06
S10_10,Haveri,Karnataka,Udasi S.C. ,BJP,683660,53.97,D.r. Patil,INC,542778,42.85,140882,1.41L,11.12
S01_20,Hindupur,Andhra Pradesh,Kuruva Gorantla Madhav,Yuvajana Sramika Rythu Congress Party,706602,52.79,Kristappa . Nimmala,Telugu Desam,565854,42.27,140748,1.41L,10.52
S19_3,Khadoor Sahib,Punjab,Jasbir Singh Gill (Dimpa),INC,459710,43.95,Bibi Jagir Kaur,Shiromani Akali Dal,319137,30.51,140573,1.41L,13.44
S03_6,Barpeta,Assam,Abdul Khaleque,INC,645173,44.23,Kumar Deepak Das,Asom Gana Parishad,504866,34.61,140307,1.4L,9.62
S22_32,Madurai,Tamil Nadu,Venkatesan S.,Communist Party Of India  (Marxist),447075,44,Raj Satyen V.v.r,All India Anna Dravida Munnetra Kazhagam,307680,30.28,139395,1.39L,13.72
S10_21,Mysore,Karnataka,Prathap Simha,BJP,688974,52.27,C.h.vijayashankar,INC,550327,41.75,138647,1.39L,10.52
S03_8,Mangaldoi,Assam,Dilip Saikia,BJP,735469,48.83,Bhubaneswar Kalita,INC,596924,39.63,138545,1.39L,9.2
S04_20,Saran,Bihar,Rajiv Pratap Rudy,BJP,499342,53.03,Chandrika Roy,Rashtriya Janata Dal,360913,38.33,138429,1.38L,14.7
S01_25,Chittoor,Andhra Pradesh,N. Reddeppa,Yuvajana Sramika Rythu Congress Party,686792,52.05,Naramalli Siva Prasad,Telugu Desam,549521,41.65,137271,1.37L,10.4
S04_9,Araria,Bihar,Pradeep Kumar Singh,BJP,618434,52.87,Sarfaraz Alam,Rashtriya Janata Dal,481193,41.14,137241,1.37L,11.73
S13_5,Buldhana,Maharashtra,Jadhav Prataprao Ganpatrao,Shivsena,521977,46.59,Dr. Rajendra Bhaskarrav Shingne,Nationalist Congress Party,388690,34.69,133287,1.33L,11.9
S24_31,Hardoi,Uttar Pradesh,Jai Prakash,BJP,568143,53.72,Usha Verma,Samajwadi Party,435669,41.2,132474,1.32L,12.52
S11_11,Chalakudy,Kerala,Benny Behanan,INC,473444,47.81,Innocent,Communist Party Of India  (Marxist),341170,34.45,132274,1.32L,13.36
S13_29,Mumbai North Central,Maharashtra,Poonam Mahajan,BJP,486672,53.97,Dutt Priya Sunil,INC,356667,39.55,130005,1.3L,14.42
S24_56,Bahraich,Uttar Pradesh,Akshaibar Lal,BJP,525982,53.14,Shabbir Balmiki,Samajwadi Party,397230,40.13,128752,1.29L,13.01
S22_13,Viluppuram,Tamil Nadu,Ravikumar D.,Dravida Munnetra Kazhagam,559585,49.28,Vadivel Ravanan S,Pattali Makkal Katchi,431517,38,128068,1.28L,11.28
S06_19,Dahod,Gujarat,Jashvantsinh Sumanbhai Bhabhor,BJP,561760,52.84,Katara Babubhai Khimabhai,INC,434164,40.84,127596,1.28L,12
S13_40,Osmanabad,Maharashtra,Omprakash Bhupalsinh (Pawan Rajenimbalkar),Shivsena,596640,49.52,Ranajagjitsinha Padmasinha Patil,Nationalist Congress Party,469074,38.94,127566,1.28L,10.58
S22_35,Ramanathapuram,Tamil Nadu,K. Navaskani,Indian Union Muslim League,469943,44.08,Nainar Nagenthran,BJP,342821,32.16,127122,1.27L,11.92
S25_24,Kolkata Uttar,West Bengal,Bandyopadhyay Sudip,All India Trinamool Congress,474891,49.96,Rahul (Biswajit) Sinha,BJP,347796,36.59,127095,1.27L,13.37
S13_9,Ramtek,Maharashtra,Krupal Balaji Tumane,Shivsena,597126,49.9,Kishore Uttamrao Gajbhiye,INC,470343,39.3,126783,1.27L,10.6
S13_45,Satara,Maharashtra,Udayanraje Pratapsinhmaharaj Bhonsle,Nationalist Congress Party,579026,51.91,Narendra Annasaheb Patil,Shivsena,452498,40.57,126528,1.27L,11.34
S10_20,Mandya,Karnataka,Sumalatha Ambareesh,Independent,703660,51.02,Nikhil Kumaraswamy,Janata Dal  (Secular),577784,41.89,125876,1.26L,9.13
S12_4,Guna,Madhya Pradesh,Krishna Pal Singh (Dr. K.P.  Yadav),BJP,614049,52.11,Jyotiraditya M. Scindia,INC,488500,41.45,125549,1.26L,10.66
S24_22,Etah,Uttar Pradesh,Rajveer Singh (Raju Bhaiya),BJP,545348,54.56,Ku. Devendra Singh Yadav,Samajwadi Party,422678,42.28,122670,1.23L,12.28
S24_70,Ghosi,Uttar Pradesh,Atul Kumar Singh,Bahujan Samaj Party,573829,50.3,Harinarayan,BJP,451261,39.56,122568,1.23L,10.74
S01_8,Rajahmundry,Andhra Pradesh,Margani Bharat,Yuvajana Sramika Rythu Congress Party,582024,46.55,Maganti Roopa,Telugu Desam,460390,36.82,121634,1.22L,9.73
S18_14,Cuttack,Odisha,Bhartruhari Mahtab,Biju Janata Dal,524592,49.51,Prakash Mishra,BJP,403391,38.07,121201,1.21L,11.44
S22_37,Tenkasi,Tamil Nadu,Dhanush M. Kumar,Dravida Munnetra Kazhagam,476156,44.69,Dr.krishnasamy.k,All India Anna Dravida Munnetra Kazhagam,355870,33.4,120286,1.2L,11.29
S13_38,Shirdi,Maharashtra,Sadashiv Kisan Lokhande,Shivsena,486820,47.29,Kamble Bhausaheb Malhari,INC,366625,35.62,120195,1.2L,11.67
S24_75,Ghazipur,Uttar Pradesh,Afzal Ansari,Bahujan Samaj Party,566082,51.2,Manoj Sinha,BJP,446690,40.4,119392,1.19L,10.8
S10_1,Chikkodi,Karnataka,Annasaheb Shankar Jolle,BJP,645017,52.98,Prakash Babanna Hukkeri,INC,526140,43.21,118877,1.19L,9.77
S13_14,Yavatmal-washim,Maharashtra,Bhavana Pundlikrao Gawali,Shivsena,542098,46.17,Thakre Manikrao Govindrao,INC,424159,36.12,117939,1.18L,10.05
S24_39,Pratapgarh,Uttar Pradesh,Sangam Lal Gupta,BJP,436291,47.7,Ashok Tripathi,Bahujan Samaj Party,318539,34.83,117752,1.18L,12.87
S10_6,Raichur,Karnataka,Raja Amareshwara Naik,BJP,598337,53.21,B. V Naik,INC,480621,42.75,117716,1.18L,10.46
S04_33,Buxar,Bihar,Ashwini Kumar Choubey,BJP,473053,47.94,Jagadanand Singh,Rashtriya Janata Dal,355444,36.02,117609,1.18L,11.92
S04_18,Siwan,Bihar,Kavita Singh,Janata Dal  (United),448473,45.54,Hena Shahab,Rashtriya Janata Dal,331515,33.66,116958,1.17L,11.88
S10_7,Bidar,Karnataka,Bhagwanth Khuba,BJP,585471,52.41,Eshwar B. Khandre,INC,468637,41.95,116834,1.17L,10.46
S24_24,Aonla,Uttar Pradesh,Dharmendra Kashyap,BJP,537675,51.07,Ruchivira,Bahujan Samaj Party,423932,40.27,113743,1.14L,10.8
S12_1,Morena,Madhya Pradesh,Narendra Singh Tomar,BJP,541689,47.63,Ramniwas Rawat,INC,428348,37.66,113341,1.13L,9.97
S24_71,Salempur,Uttar Pradesh,Ravinder,BJP,467241,50.73,R S Kushwaha,Bahujan Samaj Party,354764,38.52,112477,1.12L,12.21
S26_6,Rajnandgaon,Chhattisgarh,Santosh Pandey,BJP,662387,50.68,Bhola Ram Sahu,INC,550421,42.11,111966,1.12L,8.57
S25_31,Kanthi,West Bengal,Adhikari Sisir,All India Trinamool Congress,711872,49.98,Dr. Debasish Samanta,BJP,600204,42.14,111668,1.12L,7.84
S25_14,Bangaon,West Bengal,Shantanu Thakur,BJP,687622,48.85,Mamata Thakur,All India Trinamool Congress,576028,40.92,111594,1.12L,7.93
S20_12,Tonk-sawai Madhopur,Rajasthan,Sukhbir Singh Jaunapuria,BJP,644319,52.24,Namonarayan,INC,533028,43.21,111291,1.11L,9.03
S19_12,Sangrur,Punjab,Bhagwant Mann,Aam Aadmi Party,413561,37.4,Kewal Singh Dhillon,INC,303350,27.43,110211,1.1L,9.97
S24_53,Barabanki,Uttar Pradesh,Upendra Singh Rawat,BJP,535917,46.39,Ram Sagar Rawat,Samajwadi Party,425777,36.85,110140,1.1L,9.54
S24_7,Rampur,Uttar Pradesh,Mohammad Azam Khan,Samajwadi Party,559177,52.71,Jayaprada Nahata,BJP,449180,42.34,109997,1.1L,10.37
S25_17,Barasat,West Bengal,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,648084,46.47,Mrinal Kanti Debnath,BJP,538101,38.58,109983,1.1L,7.89
S25_32,Ghatal,West Bengal,Adhikari Deepak (Dev),All India Trinamool Congress,717959,48.22,Bharati Ghosh,BJP,609986,40.97,107973,1.08L,7.25
S25_41,Bolpur,West Bengal,Asit Kumar Mal,All India Trinamool Congress,699171,47.85,Das Ramprasad,BJP,592769,40.57,106402,1.06L,7.28
S11_14,Kottayam,Kerala,Thomas Chazhikadan,Kerala Congress  (M),421046,46.25,V.n. Vasavan,Communist Party Of India  (Marxist),314787,34.58,106259,1.06L,11.67
S24_60,Domariyaganj,Uttar Pradesh,Jagdambika Pal,BJP,492253,49.96,Aftab Alam,Bahujan Samaj Party,386932,39.27,105321,1.05L,10.69
S25_25,Howrah,West Bengal,Prasun Banerjee,All India Trinamool Congress,576711,47.18,Rantidev Sengupta,BJP,473016,38.7,103695,1.04L,8.48
S18_8,Jajpur,Odisha,Sarmistha Sethi,Biju Janata Dal,544020,49.81,Amiya Kanta Mallick,BJP,442327,40.5,101693,1.02L,9.31
S24_30,Sitapur,Uttar Pradesh,Rajesh Verma,BJP,514528,48.33,Nakul Dubey,Bahujan Samaj Party,413695,38.86,100833,1.01L,9.47
S24_32,Misrikh,Uttar Pradesh,Ashok Kumar Rawat,BJP,534429,52.05,Dr Neelu Satyarthi,Bahujan Samaj Party,433757,42.25,100672,1.01L,9.8
S13_31,Mumbai   South,Maharashtra,Arvind Ganpat Sawant,Shivsena,421937,52.64,Deora Milind Murli,INC,321870,40.15,100067,1L,12.49
S11_20,Thiruvananthapuram,Kerala,Dr. Shashi Tharoor,INC,416131,41.19,Kummanam Rajasekharan,BJP,316142,31.3,99989,99.99K,9.89
S19_2,Amritsar,Punjab,Gurjeet Singh Aujla,INC,445032,51.78,Hardeep Singh Puri,BJP,345406,40.19,99626,99.63K,11.59
S27_1,Rajmahal,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,507830,48.47,Hemlal Murmu,BJP,408635,39,99195,99.2K,9.47
S25_27,Srerampur,West Bengal,Kalyan Banerjee,All India Trinamool Congress,637707,45.5,Debjit Sarkar,BJP,539171,38.47,98536,98.54K,7.03
S24_6,Moradabad,Uttar Pradesh,Dr. S.T.  Hasan,Samajwadi Party,649416,50.65,Kunwar Sarvesh Kumar,BJP,551538,43.01,97878,97.88K,7.64
S20_10,Karauli-dholpur,Rajasthan,Manoj Rajoria,BJP,526443,52.75,Sanjay Kumar,INC,428761,42.96,97682,97.68K,9.79
S12_14,Mandla,Madhya Pradesh,Faggan Singh Kulaste,BJP,737266,48.59,Kamal Singh Maravi,INC,639592,42.15,97674,97.67K,6.44
S13_48,Hatkanangle,Maharashtra,Dhairyasheel Sambhajirao Mane,Shivsena,585776,46.78,Raju Anna Shetti,Swabhimani Paksha,489737,39.11,96039,96.04K,7.67
S24_55,Ambedkar Nagar,Uttar Pradesh,Ritesh Pandey,Bahujan Samaj Party,564118,51.75,Mukut Bihari,BJP,468238,42.95,95880,95.88K,8.8
S13_1,Nandurbar,Maharashtra,Dr. Heena Vijaykumar Gavit,BJP,639136,49.86,Adv. K. C. Padavi,INC,543507,42.4,95629,95.63K,7.46
S10_5,Gulbarga,Karnataka,Dr.  Umesh G. Jadhav,BJP,620192,52.14,Mallikarjun Kharge,INC,524740,44.12,95452,95.45K,8.02
S29_2,Peddapalle,Telangana,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,441321,45.49,Agam Chandrasekhar,INC,346141,35.68,95180,95.18K,9.81
S18_20,Berhampur,Odisha,Chandra Sekhar Sahu,Biju Janata Dal,443843,44.84,Bhrugu Baxipatra,BJP,348999,35.26,94844,94.84K,9.58
S11_2,Kannur,Kerala,K. Sudhakaran,INC,529741,50.27,P. K. Sreemathi Teacher,Communist Party Of India  (Marxist),435182,41.29,94559,94.56K,8.98
S24_21,Mainpuri,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,524926,53.75,Prem Singh Shakya,BJP,430537,44.09,94389,94.39K,9.66
S19_8,Fatehgarh Sahib,Punjab,Amar Singh,INC,411651,41.75,Darbara Singh Guru,Shiromani Akali Dal,317753,32.23,93898,93.9K,9.52
S11_10,Thrissur,Kerala,T.N. Prathapan,INC,415089,39.84,Rajaji Mathew Thomas,Communist Party Of India,321456,30.85,93633,93.63K,8.99
S22_18,Tiruppur,Tamil Nadu,Subbarayan K. ,Communist Party Of India,508725,45.44,"Anandan, M.s.m.",All India Anna Dravida Munnetra Kazhagam,415357,37.1,93368,93.37K,8.34
S24_2,Kairana,Uttar Pradesh,Pradeep Kumar,BJP,566961,50.44,Tabassum Begum,Samajwadi Party,474801,42.24,92160,92.16K,8.2
S12_24,Ratlam,Madhya Pradesh,Guman Singh Damor,BJP,696103,49.7,Kantilal Bhuria,INC,605467,43.23,90636,90.64K,6.47
S26_9,Mahasamund,Chhattisgarh,Chunni Lal Sahu,BJP,616580,50.44,Dhanendra Sahu,INC,526069,43.04,90511,90.51K,7.4
S24_34,Mohanlalganj,Uttar Pradesh,Kaushal Kishore,BJP,629748,49.62,C. L. Verma,Bahujan Samaj Party,539519,42.51,90229,90.23K,7.11
S29_3,Karimnagar,Telangana,Bandi Sanjay Kumar,BJP,498276,43.42,Boianapalli Vinod Kumar,Telangana Rashtra Samithi,408768,35.62,89508,89.51K,7.8
S25_38,Bardhaman Purba,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,640834,44.52,Paresh Chandra Das,BJP,551523,38.32,89311,89.31K,6.2
S01_5,Anakapalli,Andhra Pradesh,Dr. Beesetti Venkata Satyavathi,Yuvajana Sramika Rythu Congress Party,586226,47.33,Adari Anand Kumar,Telugu Desam,497034,40.13,89192,89.19K,7.2
S25_34,Medinipur,West Bengal,Dilip Ghosh,BJP,685433,48.62,Manas Ranjan Bhunia,All India Trinamool Congress,596481,42.31,88952,88.95K,6.31
S25_42,Birbhum,West Bengal,Satabdi Roy,All India Trinamool Congress,654077,45.13,Dudh Kumar Mondal,BJP,565153,38.99,88924,88.92K,6.14
S13_22,Palghar,Maharashtra,Rajendra Dhedya Gavit,Shivsena,580479,48.3,Baliram Sukur Jadhav,Bahujan Vikas Aaghadi,491596,40.9,88883,88.88K,7.4
S13_43,Madha,Maharashtra,Ranjeetsinha Hindurao Naik- Nimbalkar,BJP,586314,48.2,Sanjaymama Vitthalrao Shinde,Nationalist Congress Party,500550,41.15,85764,85.76K,7.05
S11_5,Kozhikode,Kerala,M.K. Raghavan,INC,493444,45.85,A.pradeep Kumar,Communist Party Of India  (Marxist),408219,37.93,85225,85.23K,7.92
S11_3,Vadakara,Kerala,K. Muraleedharan,INC,526755,49.43,P.jayarajan,Communist Party Of India  (Marxist),442092,41.49,84663,84.66K,7.94
S04_35,Karakat,Bihar,Mahabali Singh,Janata Dal  (United),398408,45.86,Upendra Kushwaha,Rashtriya Lok Samta Party,313866,36.13,84542,84.54K,9.73
S25_7,Maldaha Uttar,West Bengal,Khagen Murmu,BJP,509524,37.61,Mausam Noor,All India Trinamool Congress,425236,31.39,84288,84.29K,6.22
S19_9,Faridkot,Punjab,Mohammad Sadique,INC,419065,42.98,Gulzar Singh Ranike,Shiromani Akali Dal,335809,34.44,83256,83.26K,8.54
S26_3,Janjgir-champa,Chhattisgarh,Guharam Ajgalley,BJP,572790,45.91,Ravi Parasram Bhardwaj,INC,489535,39.24,83255,83.26K,6.67
S03_12,Jorhat,Assam,Topon Kumar Gogoi,BJP,543288,51.35,Sushanta Borgohain,INC,460635,43.54,82653,82.65K,7.81
S19_1,Gurdaspur,Punjab,Sunny Deol,BJP,558719,50.61,Sunil Jakhar,INC,476260,43.14,82459,82.46K,7.47
S03_2,Silchar,Assam,Rajdeep Roy,BJP,499414,52.59,Sushmita Dev,INC,417818,43.99,81596,81.6K,8.6
